,price
4370,175.0
4372,55.0
4373,65.0
4374,49.0
4379,34.0
4381,95.0
4387,49.0
4388,59.0
4389,45.0
4390,1700.0
4392,130.0
4399,389.0
4401,99.0
4403,350.0
4405,118.0
4408,70.0
4409,58.0
4417,180.0
4419,99.0
4427,58.0
4431,139.0
4433,300.0
4437,264.0
4438,81.0
4439,55.0
4441,99.0
4442,92.0
4444,100.0
4445,60.0
4447,90.0
4448,1000.0
4454,150.0
4455,70.0
4456,995.0
4458,264.0
4461,142.0
4463,329.0
4467,89.0
4475,47.0
4477,70.0
4479,75.0
4485,2595.0
4492,119.0
4498,99.0
4502,225.0
4505,1900.0
4506,120.0
4507,280.0
4508,40.0
4512,316.0
4515,80.0
4518,553.0
4521,90.0
4522,40.0
4530,75.0
4533,110.0
4536,60.0
4537,84.0
4538,120.0
4540,40.0
4541,550.0
4542,422.0
4544,60.0
4545,350.0
4546,80.0
4554,361.0
4559,95.0
4561,99.0
4565,176.0
4572,245.0
4573,445.0
4574,59.0
4575,199.0
4579,220.0
4580,350.0
4581,135.0
4583,96.0
4584,52.0
4585,205.0
4589,100.0
4606,45.0
4612,45.0
4613,85.0
4615,80.0
4617,47.0
4619,275.0
4621,123.0
4623,99.0
4624,145.0
4626,90.0
4630,182.0
4631,37.0
4632,60.0
4634,79.0
4642,235.0
4643,193.0
4650,59.0
4651,390.0
4653,299.0
4660,77.0
4663,100.0
4665,105.0
4671,65.0
4672,499.0
4673,199.0
4674,70.0
4676,140.0
4683,89.0
4687,85.0
4691,75.0
4692,89.0
4693,60.0
4694,197.0
4695,50.0
4696,40.0
4697,55.0
4701,95.0
4706,303.0
4708,83.0
4712,264.0
4714,299.0
4715,44.0
4716,350.0
4724,120.0
4727,49.0
4730,90.0
4732,245.0
4736,150.0
4737,400.0
4738,275.0
4740,69.0
4741,72.0
4742,120.0
4744,70.0
4753,199.0
4754,50.0
4755,149.0
4756,75.0
4757,78.0
4758,85.0
4759,55.0
4760,97.0
4761,139.0
4763,459.0
4765,69.0
4766,125.0
4767,97.0
4768,100.0
4777,120.0
4779,97.0
4780,95.0
4782,130.0
4784,110.0
4785,115.0
4786,100.0
4788,95.0
4790,200.0
4793,106.0
4794,450.0
4796,100.0
4799,642.0
4800,100.0
4802,170.0
4804,799.0
4806,55.0
4807,59.0
4810,135.0
4811,101.0
4812,135.0
4823,144.0
4824,65.0
4826,105.0
4827,89.0
4828,59.0
4829,99.0
4830,45.0
4831,95.0
4833,200.0
4834,69.0
4836,160.0
4837,150.0
4838,190.0
4844,77.0
4845,105.0
4861,55.0
4862,52.0
4863,119.0
4864,55.0
4868,63.0
4869,95.0
4874,250.0
4878,130.0
4883,75.0
4886,210.0
4888,65.0
4890,109.0
4891,135.0
4892,98.0
4901,39.0
4907,255.0
4912,105.0
4917,50.0
4918,53.0
4921,186.0
4923,38.0
4924,60.0
4925,75.0
4927,25.0
4928,400.0
4930,99.0
4932,45.0
4939,99.0
4942,162.0
4944,159.0
4945,40.0
4953,140.0
4957,99.0
4958,72.0
4960,500.0
4961,73.0
4963,75.0
4964,64.0
4965,59.0
4970,45.0
4974,90.0
4975,125.0
4976,55.0
4983,110.0
4989,48.0
4990,106.0
4997,82.0
5001,90.0
5002,90.0
5003,135.0
5013,113.0
5019,55.0
5024,123.0
5029,195.0
5033,35.0
5037,48.0
5038,189.0
5039,79.0
5041,51.0
5042,300.0
5051,86.0
5053,85.0
5059,429.0
5061,90.0
5062,128.0
5065,76.0
5072,269.0
5073,133.0
5076,103.0
5080,80.0
5081,425.0
5090,95.0
5091,226.0
5098,165.0
5099,149.0
5101,85.0
5102,109.0
5105,100.0
5106,175.0
5119,100.0
5121,135.0
5126,110.0
5128,90.0
5136,300.0
5140,91.0
5141,970.0
5142,92.0
5145,131.0
5146,132.0
5148,69.0
5152,131.0
5160,99.0
5161,79.0
5163,736.0
5165,55.0
5168,148.0
5172,475.0
5178,71.0
5179,75.0
5180,59.0
5181,45.0
5183,145.0
5184,97.0
5185,72.0
5186,366.0
5189,142.0
5190,85.0
5193,95.0
5194,150.0
5195,60.0
5201,62.0
5203,300.0
5219,600.0
5220,125.0
5221,195.0
5222,750.0
5223,249.0
5228,139.0
5230,135.0
5232,220.0
5234,176.0
5240,143.0
5243,137.0
5246,143.0
5247,68.0
5252,40.0
5253,89.0
5254,115.0
5255,140.0
5256,55.0
5258,107.0
5259,265.0
5263,110.0
5265,404.0
5273,100.0
5275,235.0
5277,832.0
5278,299.0
5279,38.0
5280,95.0
5285,110.0
5287,75.0
5289,145.0
5290,59.0
5291,59.0
5297,94.0
5298,40.0
5300,86.0
5305,165.0
5311,50.0
5312,85.0
5313,114.0
5315,126.0
5321,50.0
5326,69.0
5328,110.0
5329,79.0
5333,98.0
5334,85.0
5339,89.0
5340,149.0
5342,242.0
5344,61.0
5350,97.0
5351,135.0
5352,89.0
5353,85.0
5357,50.0
5358,140.0
5365,156.0
5366,550.0
5372,406.0
5374,326.0
5375,300.0
5376,226.0
5380,45.0
5381,35.0
5385,75.0
5387,79.0
5388,35.0
5389,45.0
5390,35.0
5391,90.0
5395,75.0
5397,600.0
5399,105.0
5403,309.0
5404,95.0
5406,94.0
5408,42.0
5409,99.0
5410,48.0
5414,165.0
5417,41.0
5420,129.0
5421,314.0
5424,395.0
5426,99.0
5427,625.0
5428,78.0
5431,185.0
5432,97.0
5436,116.0
5445,125.0
5448,37.0
5450,185.0
5452,135.0
5453,1600.0
5458,190.0
5459,250.0
5460,40.0
5462,600.0
5463,35.0
5465,299.0
5466,300.0
5468,795.0
5469,70.0
5470,199.0
5475,120.0
5480,485.0
5481,150.0
5482,150.0
5486,168.0
5490,45.0
5492,44.0
5494,160.0
5497,275.0
5498,277.0
5503,388.0
5506,232.0
5508,599.0
5513,105.0
5514,646.0
5518,140.0
5521,119.0
5525,1950.0
5526,96.0
5527,255.0
5528,99.0
5535,110.0
5539,300.0
5540,165.0
5541,96.0
5548,428.0
5550,56.0
5553,159.0
5560,90.0
5562,55.0
5564,93.0
5566,299.0
5567,40.0
5569,99.0
5571,275.0
5572,420.0
5573,1178.0
5574,98.0
5576,105.0
5577,64.0
5578,465.0
5580,364.0
5582,568.0
5584,211.0
5587,179.0
5589,130.0
5591,315.0
5592,85.0
5593,140.0
5595,79.0
5597,80.0
5599,274.0
5600,265.0
5602,79.0
5605,42.0
5606,378.0
5607,165.0
5609,109.0
5610,139.0
5611,171.0
5613,69.0
5615,55.0
5617,189.0
5620,95.0
5622,250.0
5627,60.0
5631,375.0
5632,125.0
5633,109.0
5634,75.0
5635,175.0
5636,922.0
5637,450.0
5638,89.0
5639,100.0
5642,149.0
5643,382.0
5645,235.0
5646,152.0
5648,56.0
5649,58.0
5652,71.0
5655,78.0
5666,90.0
5668,33.0
5669,115.0
5670,45.0
5671,120.0
5674,68.0
5678,163.0
5682,299.0
5684,70.0
5685,46.0
5688,74.0
5689,350.0
5696,100.0
5699,99.0
5700,195.0
5702,189.0
5703,100.0
5705,150.0
5706,115.0
5710,199.0
5715,237.0
5719,88.0
5721,125.0
5723,200.0
5726,225.0
5728,50.0
5730,155.0
5731,375.0
5734,359.0
5740,285.0
5744,128.0
5745,130.0
5746,167.0
5747,50.0
5750,64.0
5752,57.0
5756,375.0
5757,152.0
5758,80.0
5759,36.0
5760,171.0
5761,228.0
5762,130.0
5763,225.0
5766,125.0
5771,210.0
5773,105.0
5775,91.0
5776,98.0
5777,85.0
5779,40.0
5780,72.0
5783,59.0
5784,399.0
5786,225.0
5790,39.0
5796,150.0
5798,94.0
5805,70.0
5806,155.0
5808,350.0
5817,89.0
5818,350.0
5819,79.0
5820,50.0
5822,100.0
5823,72.0
5824,38.0
5825,75.0
5829,293.0
5835,295.0
5838,101.0
5841,66.0
5843,73.0
5845,59.0
5848,189.0
5849,61.0
5850,264.0
5851,63.0
5854,46.0
5855,62.0
5856,102.0
5859,97.0
5868,105.0
5869,165.0
5870,85.0
5877,148.0
5879,645.0
5880,244.0
5881,60.0
5882,290.0
5883,76.0
5887,165.0
5894,224.0
5896,135.0
5900,40.0
5902,99.0
5906,80.0
5908,99.0
5912,40.0
5913,170.0
5914,65.0
5916,999.0
5917,1550.0
5921,350.0
5923,450.0
5924,84.0
5930,77.0
5936,37.0
5938,150.0
5939,100.0
5942,404.0
5943,125.0
5945,95.0
5953,150.0
5956,125.0
5961,550.0
5962,99.0
5966,350.0
5969,143.0
5970,110.0
5974,84.0
5976,40.0
5977,42.0
5978,149.0
5980,175.0
5986,135.0
5992,48.0
5995,100.0
5996,75.0
5998,89.0
5999,45.0
6000,80.0
6001,67.0
6002,800.0
6003,400.0
6004,252.0
6005,195.0
6008,65.0
6015,95.0
6019,146.0
6023,28.0
6025,250.0
6026,90.0
6029,171.0
6030,30.0
6034,185.0
6035,74.0
6037,293.0
6041,80.0
6047,30.0
6049,104.0
6051,214.0
6055,110.0
6059,105.0
6063,204.0
6064,135.0
6065,125.0
6067,125.0
6068,108.0
6072,78.0
6077,120.0
6078,449.0
6079,151.0
6080,275.0
6081,157.0
6083,118.0
6084,199.0
6085,943.0
6087,89.0
6090,75.0
6091,95.0
6092,129.0
6093,1450.0
6094,128.0
6096,370.0
6099,95.0
6100,113.0
6101,80.0
6103,50.0
6117,200.0
6118,113.0
6122,58.0
6123,65.0
6127,45.0
6128,150.0
6129,125.0
6130,490.0
6131,110.0
6139,160.0
6143,143.0
6148,176.0
6153,106.0
6159,74.0
6162,55.0
6163,35.0
6164,206.0
6166,95.0
6171,89.0
6178,89.0
6179,62.0
6180,99.0
6181,80.0
6183,100.0
6188,128.0
6191,216.0
6192,28.0
6193,90.0
6194,25.0
6195,125.0
6202,55.0
6205,350.0
6206,150.0
6208,40.0
6210,79.0
6213,120.0
6214,70.0
6215,115.0
6218,250.0
6221,171.0
6231,163.0
6238,115.0
6239,130.0
6240,165.0
6241,126.0
6243,197.0
6248,60.0
6250,80.0
6251,49.0
6253,80.0
6255,99.0
6257,59.0
6258,205.0
6259,200.0
6260,550.0
6261,110.0
6266,99.0
6267,125.0
6282,75.0
6289,60.0
6290,182.0
6294,80.0
6295,168.0
6297,55.0
6300,237.0
6301,180.0
6302,799.0
6303,42.0
6308,45.0
6309,115.0
6311,99.0
6313,40.0
6317,135.0
6318,92.0
6319,70.0
6320,104.0
6324,75.0
6325,161.0
6326,55.0
6328,350.0
6330,99.0
6335,71.0
6337,325.0
6341,59.0
6345,96.0
6346,89.0
6347,500.0
6348,70.0
6350,260.0
6353,69.0
6355,87.0
6358,58.0
6359,228.0
6360,69.0
6364,69.0
6365,49.0
6366,120.0
6367,250.0
6369,120.0
6372,429.0
6374,1250.0
6378,51.0
6379,240.0
6380,175.0
6381,18.0
6386,60.0
6388,410.0
6389,264.0
6391,69.0
6392,85.0
6396,400.0
6402,177.0
6403,85.0
6404,258.0
6407,850.0
6419,385.0
6420,101.0
6422,91.0
6424,65.0
6429,199.0
6431,69.0
6434,363.0
6436,105.0
6442,99.0
6447,189.0
6448,189.0
6451,165.0
6452,48.0
6454,125.0
6455,99.0
6459,350.0
6460,100.0
6471,299.0
6472,75.0
6482,99.0
6484,136.0
6487,293.0
6488,50.0
6491,178.0
6492,189.0
6493,179.0
6498,80.0
6500,41.0
6501,1000.0
6506,216.0
6507,65.0
6510,189.0
6512,150.0
6513,41.0
6514,70.0
6515,106.0
6518,279.0
6519,400.0
6524,600.0
6525,450.0
6527,120.0
6528,125.0
6529,140.0
6532,129.0
6541,293.0
6543,60.0
6544,99.0
6547,165.0
6548,66.0
6549,22.0
6550,114.0
6555,111.0
6558,49.0
6562,209.0
6567,101.0
6568,250.0
6570,35.0
6573,89.0
6574,117.0
6576,110.0
6579,79.0
6587,250.0
6589,350.0
6591,120.0
6594,100.0
6598,140.0
6601,66.0
6610,79.0
6611,250.0
6614,65.0
6616,75.0
6617,67.0
6618,240.0
6623,47.0
6624,59.0
6625,98.0
6638,45.0
6639,210.0
6647,89.0
6655,195.0
6658,172.0
6662,108.0
6665,200.0
6666,64.0
6673,500.0
6676,160.0
6682,111.0
6683,179.0
6684,270.0
6686,55.0
6687,73.0
6689,200.0
6690,78.0
6692,30.0
6693,69.0
6697,3758.0
6699,99.0
6700,99.0
6704,80.0
6709,400.0
6711,100.0
6714,130.0
6719,50.0
6724,595.0
6727,60.0
6729,69.0
6730,61.0
6732,66.0
6735,301.0
6736,150.0
6737,400.0
6739,75.0
6741,65.0
6744,76.0
6745,199.0
6747,314.0
6750,45.0
6755,180.0
6756,195.0
6758,98.0
6764,645.0
6767,61.0
6770,69.0
6771,100.0
6773,182.0
6775,173.0
6786,153.0
6787,152.0
6791,40.0
6793,58.0
6796,75.0
6799,264.0
6801,299.0
6803,46.0
6804,599.0
6805,75.0
6810,64.0
6811,595.0
6812,200.0
6813,75.0
6814,60.0
6815,305.0
6818,269.0
6821,45.0
6822,88.0
6824,323.0
6829,89.0
6830,263.0
6840,70.0
6843,39.0
6844,59.0
6845,49.0
6846,71.0
6848,100.0
6850,45.0
6851,295.0
6854,72.0
6857,461.0
6864,79.0
6865,80.0
6868,50.0
6870,88.0
6872,230.0
6874,55.0
6882,79.0
6884,55.0
6887,90.0
6895,136.0
6902,99.0
6904,900.0
6906,179.0
6908,59.0
6910,39.0
6916,521.0
6917,75.0
6919,177.0
6921,199.0
6925,82.0
6927,151.0
6928,199.0
6929,189.0
6931,60.0
6932,29.0
6934,60.0
6936,49.0
6937,90.0
6938,350.0
6944,125.0
6945,135.0
6946,100.0
6948,195.0
6949,96.0
6950,338.0
6960,76.0
6961,44.0
6965,29.0
6966,35.0
6967,75.0
6969,34.0
6970,31.0
6971,120.0
6976,90.0
6977,169.0
6979,120.0
6980,59.0
6984,125.0
6990,70.0
6991,133.0
6992,149.0
6993,299.0
6995,107.0
7000,105.0
7002,60.0
7004,130.0
7008,71.0
7011,99.0
7014,200.0
7027,79.0
7029,74.0
7035,107.0
7037,250.0
7038,50.0
7039,365.0
7040,66.0
7042,88.0
7043,135.0
7044,120.0
7045,71.0
7049,56.0
7050,154.0
7052,175.0
7053,73.0
7057,145.0
7059,174.0
7060,200.0
7061,244.0
7062,74.0
7067,110.0
7068,55.0
7073,100.0
7074,84.0
7075,302.0
7079,105.0
7080,70.0
7082,300.0
7084,95.0
7085,313.0
7088,198.0
7089,120.0
7090,121.0
7095,98.0
7096,150.0
7101,70.0
7102,55.0
7103,204.0
7104,70.0
7105,130.0
7106,139.0
7107,232.0
7108,65.0
7112,25.0
7113,139.0
7114,89.0
7116,2913.0
7117,75.0
7121,110.0
7124,75.0
7125,79.0
7126,200.0
7128,99.0
7129,189.0
7133,141.0
7134,155.0
7135,31.0
7136,43.0
7137,73.0
7138,130.0
7139,55.0
7141,36.0
7143,115.0
7146,87.0
7147,78.0
7153,62.0
7155,255.0
7156,265.0
7157,265.0
7158,385.0
7159,69.0
7163,595.0
7166,65.0
7168,280.0
7174,119.0
7180,99.0
7181,105.0
7186,250.0
7189,290.0
7197,80.0
7199,28.0
7201,180.0
7203,89.0
7205,350.0
7221,75.0
7224,103.0
7225,50.0
7226,179.0
7227,126.0
7232,144.0
7237,45.0
7238,145.0
7242,140.0
7243,81.0
7246,25.0
7249,47.0
7250,340.0
7252,204.0
7253,24.0
7254,58.0
7256,85.0
7261,50.0
7265,145.0
7268,109.0
7270,80.0
7274,425.0
7276,1613.0
7277,158.0
7281,99.0
7283,90.0
7288,139.0
7291,98.0
7292,58.0
7294,80.0
7296,83.0
7298,99.0
7299,97.0
7300,65.0
7305,81.0
7309,80.0
7310,82.0
7312,83.0
7314,50.0
7315,119.0
7322,233.0
7323,140.0
7329,264.0
7330,89.0
7333,85.0
7336,64.0
7337,58.0
7338,54.0
7341,29.0
7342,58.0
7343,199.0
7344,40.0
7346,192.0
7350,50.0
7352,145.0
7355,65.0
7356,215.0
7358,125.0
7360,125.0
7363,45.0
7371,49.0
7372,85.0
7375,25.0
7376,70.0
7377,90.0
7380,122.0
7382,225.0
7383,74.0
7385,90.0
7390,102.0
7391,275.0
7392,58.0
7401,125.0
7403,149.0
7404,22.0
7405,500.0
7408,100.0
7410,265.0
7412,250.0
7413,75.0
7416,266.0
7425,279.0
7429,1019.0
7435,50.0
7436,210.0
7442,145.0
7443,149.0
7444,120.0
7447,56.0
7448,45.0
7449,90.0
7450,199.0
7453,1200.0
7456,148.0
7459,66.0
7462,66.0
7463,153.0
7469,30.0
7470,25.0
7472,30.0
7474,125.0
7476,89.0
7477,14.0
7478,53.0
7479,88.0
7481,123.0
7482,53.0
7484,75.0
7487,151.0
7488,120.0
7490,75.0
7492,499.0
7493,200.0
7494,100.0
7497,189.0
7498,718.0
7504,742.0
7506,171.0
7507,119.0
7508,110.0
7513,120.0
7514,360.0
7516,96.0
7518,135.0
7519,100.0
7520,79.0
7522,179.0
7525,175.0
7527,150.0
7528,80.0
7529,135.0
7530,990.0
7533,56.0
7534,50.0
7537,70.0
7538,85.0
7541,212.0
7551,249.0
7555,105.0
7556,268.0
7558,75.0
7559,120.0
7566,195.0
7569,119.0
7580,89.0
7581,114.0
7582,800.0
7583,1757.0
7591,95.0
7596,489.0
7598,151.0
7600,268.0
7603,155.0
7607,120.0
7610,65.0
7612,204.0
7616,50.0
7617,363.0
7618,74.0
7622,120.0
7623,129.0
7624,114.0
7625,325.0
7626,599.0
7627,351.0
7629,166.0
7631,990.0
7633,165.0
7635,150.0
7636,114.0
7638,78.0
7642,75.0
7643,105.0
7649,223.0
7651,27.0
7652,425.0
7653,122.0
7655,205.0
7656,155.0
7657,43.0
7659,38.0
7666,188.0
7670,50.0
7671,325.0
7675,85.0
7676,94.0
7677,365.0
7681,150.0
7682,115.0
7685,89.0
7689,250.0
7691,500.0
7695,111.0
7700,100.0
7701,192.0
7703,78.0
7707,145.0
7712,800.0
7718,85.0
7727,108.0
7733,100.0
7739,551.0
7740,87.0
7741,46.0
7742,350.0
7746,396.0
7750,70.0
7751,149.0
7752,220.0
7753,70.0
7754,48.0
7758,50.0
7759,50.0
7764,78.0
7766,80.0
7767,55.0
7772,420.0
7773,108.0
7776,200.0
7781,611.0
7785,70.0
7793,100.0
7795,79.0
7796,90.0
7797,85.0
7799,45.0
7800,119.0
7804,45.0
7805,108.0
7807,169.0
7810,89.0
7812,50.0
7813,85.0
7816,200.0
7817,2224.0
7819,400.0
7820,125.0
7821,98.0
7829,390.0
7835,85.0
7836,93.0
7842,350.0
7844,90.0
7846,225.0
7848,300.0
7852,82.0
7853,220.0
7857,125.0
7859,107.0
7870,80.0
7873,199.0
7883,265.0
7886,85.0
7888,65.0
7893,71.0
7894,132.0
7896,76.0
7897,42.0
7898,37.0
7901,119.0
7902,125.0
7907,285.0
7909,575.0
7910,359.0
7911,70.0
7912,59.0
7914,85.0
7920,70.0
7921,225.0
7922,160.0
7926,169.0
7928,130.0
7934,50.0
7936,235.0
7938,150.0
7941,80.0
7942,259.0
7943,100.0
7947,148.0
7952,100.0
7954,120.0
7960,90.0
7961,150.0
7962,100.0
7964,65.0
7966,241.0
7968,150.0
7969,305.0
7973,139.0
7974,53.0
7975,650.0
7980,81.0
7981,75.0
7982,71.0
7984,50.0
7986,53.0
7987,1495.0
7991,100.0
7994,379.0
7997,100.0
7998,199.0
8003,59.0
8006,55.0
8007,180.0
8010,119.0
8012,179.0
8020,946.0
8022,152.0
8026,65.0
8027,84.0
8028,189.0
8030,186.0
8036,157.0
8037,125.0
8039,58.0
8040,39.0
8041,140.0
8042,120.0
8043,499.0
8047,67.0
8049,99.0
8058,110.0
8060,121.0
8061,50.0
8066,150.0
8083,795.0
8085,400.0
8087,110.0
8088,83.0
8090,87.0
8091,169.0
8093,50.0
8094,50.0
8095,149.0
8096,95.0
8097,70.0
8098,65.0
8104,95.0
8105,325.0
8107,135.0
8108,69.0
8111,45.0
8113,52.0
8114,9350.0
8118,214.0
8121,46.0
8122,42.0
8123,99.0
8126,95.0
8127,71.0
8128,200.0
8132,75.0
8134,150.0
8136,85.0
8137,40.0
8138,87.0
8139,135.0
8141,70.0
8151,120.0
8152,98.0
8153,70.0
8154,199.0
8155,158.0
8156,67.0
8157,100.0
8159,220.0
8162,47.0
8164,607.0
8165,145.0
8166,80.0
8168,210.0
8170,300.0
8171,342.0
8175,172.0
8178,123.0
8181,113.0
8186,250.0
8190,149.0
8192,75.0
8193,159.0
8194,39.0
8196,90.0
8198,76.0
8200,104.0
8201,75.0
8206,95.0
8211,50.0
8216,86.0
8218,225.0
8221,200.0
8222,81.0
8224,89.0
8226,148.0
8231,339.0
8232,450.0
8236,314.0
8241,78.0
8242,122.0
8243,96.0
8246,96.0
8247,96.0
8249,96.0
8253,198.0
8254,199.0
8261,245.0
8264,225.0
8265,80.0
8267,275.0
8268,1000.0
8271,72.0
8274,135.0
8275,55.0
8276,47.0
8279,130.0
8280,125.0
8281,60.0
8291,96.0
8294,95.0
8295,117.0
8297,81.0
8298,36.0
8300,378.0
8305,108.0
8307,14.0
8318,199.0
8319,225.0
8320,236.0
8321,49.0
8322,225.0
8325,149.0
8330,199.0
8332,136.0
8336,71.0
8339,178.0
8340,88.0
8345,95.0
8348,116.0
8349,150.0
8353,70.0
8359,50.0
8361,145.0
8366,299.0
8367,125.0
8368,65.0
8380,1000.0
8386,125.0
8389,52.0
8394,156.0
8396,119.0
8400,425.0
8402,224.0
8405,125.0
8407,150.0
8409,80.0
8411,79.0
8412,85.0
8413,189.0
8419,650.0
8421,88.0
8423,200.0
8425,850.0
8426,55.0
8428,175.0
8431,145.0
8435,95.0
8436,95.0
8439,80.0
8440,165.0
8442,120.0
8447,175.0
8448,399.0
8451,85.0
8452,89.0
8453,500.0
8455,110.0
8457,159.0
8466,310.0
8473,67.0
8474,85.0
8475,70.0
8476,36.0
8480,110.0
8481,219.0
8482,150.0
8484,492.0
8485,98.0
8487,151.0
8489,350.0
8490,850.0
8491,100.0
8494,76.0
8495,69.0
8498,335.0
8499,85.0
8504,51.0
8506,89.0
8507,42.0
8514,1143.0
8517,79.0
8522,870.0
8524,299.0
8526,215.0
8528,42.0
8529,165.0
8530,99.0
8531,135.0
8532,373.0
8534,49.0
8536,137.0
8538,103.0
8539,89.0
8540,139.0
8543,316.0
8545,74.0
8547,59.0
8550,135.0
8551,59.0
8554,96.0
8556,96.0
8559,96.0
8561,2214.0
8562,90.0
8571,399.0
8575,85.0
8579,115.0
8580,110.0
8581,97.0
8582,85.0
8584,45.0
8593,175.0
8595,82.0
8605,95.0
8607,588.0
8609,68.0
8610,148.0
8611,275.0
8612,125.0
8614,145.0
8616,152.0
8617,299.0
8622,51.0
8624,79.0
8627,139.0
8634,60.0
8636,59.0
8638,104.0
8639,135.0
8642,79.0
8643,130.0
8644,80.0
8647,55.0
8648,131.0
8655,202.0
8656,159.0
8662,210.0
8663,75.0
8665,59.0
8666,51.0
8669,1100.0
8673,770.0
8674,85.0
8677,290.0
8685,85.0
8686,130.0
8688,1056.0
8692,165.0
8695,580.0
8697,2913.0
8700,198.0
8701,125.0
8707,130.0
8708,316.0
8709,313.0
8710,117.0
8713,189.0
8715,74.0
8718,99.0
8719,100.0
8722,123.0
8724,72.0
8725,90.0
8726,36.0
8732,50.0
8733,70.0
8738,120.0
8739,56.0
8740,61.0
8741,75.0
8742,89.0
8746,74.0
8748,100.0
8749,800.0
8750,130.0
8751,115.0
8753,500.0
8754,750.0
8757,68.0
8760,97.0
8761,115.0
8765,160.0
8768,528.0
8769,60.0
8770,50.0
8771,895.0
8773,324.0
8774,150.0
8776,70.0
8781,49.0
8784,42.0
8786,90.0
8788,67.0
8792,170.0
8793,89.0
8794,50.0
8800,85.0
8801,90.0
8804,1200.0
8811,80.0
8812,85.0
8814,117.0
8818,115.0
8819,80.0
8821,343.0
8823,114.0
8825,55.0
8826,85.0
8831,52.0
8835,795.0
8840,163.0
8843,80.0
8847,129.0
8848,200.0
8850,105.0
8851,125.0
8853,307.0
8854,60.0
8856,71.0
8858,52.0
8864,139.0
8865,89.0
8869,80.0
8871,260.0
8873,650.0
8880,200.0
8881,85.0
8884,86.0
8885,200.0
8887,256.0
8895,55.0
8896,76.0
8898,150.0
8900,76.0
8901,158.0
8902,189.0
8903,189.0
8904,189.0
8906,90.0
8911,310.0
8914,72.0
8915,91.0
8916,77.0
8919,275.0
8921,67.0
8924,105.0
8928,299.0
8931,85.0
8932,264.0
8933,31.0
8936,225.0
8937,100.0
8939,70.0
8940,80.0
8942,75.0
8943,263.0
8947,99.0
8949,30.0
8951,1056.0
8952,70.0
8953,60.0
8957,241.0
8958,51.0
8961,157.0
8962,52.0
8963,125.0
8964,46.0
8965,328.0
8966,169.0
8967,425.0
8968,135.0
8975,79.0
8977,83.0
8978,70.0
8983,47.0
8988,130.0
8989,71.0
8992,105.0
8994,149.0
8998,56.0
9001,750.0
9002,150.0
9009,120.0
9015,88.0
9016,139.0
9017,178.0
9018,299.0
9023,199.0
9028,83.0
9029,76.0
9032,90.0
9033,89.0
9035,365.0
9037,140.0
9041,1786.0
9048,125.0
9050,155.0
9051,175.0
9052,220.0
9057,118.0
9058,91.0
9062,464.0
9066,98.0
9067,250.0
9069,65.0
9070,159.0
9075,287.0
9077,50.0
9078,63.0
9079,68.0
9080,79.0
9086,220.0
9088,80.0
9090,139.0
9091,84.0
9092,45.0
9097,310.0
9099,206.0
9104,50.0
9113,78.0
9123,101.0
9125,150.0
9133,149.0
9134,129.0
9135,75.0
9137,89.0
9138,1450.0
9142,180.0
9149,4999.0
9151,45.0
9156,87.0
9157,83.0
9159,92.0
9163,457.0
9164,64.0
9166,200.0
9169,405.0
9170,85.0
9172,59.0
9174,95.0
9175,70.0
9177,139.0
9179,160.0
9184,78.0
9185,45.0
9186,225.0
9189,40.0
9192,1357.0
9194,144.0
9197,55.0
9198,1157.0
9205,80.0
9207,345.0
9210,75.0
9212,162.0
9214,456.0
9219,1409.0
9226,85.0
9231,139.0
9233,139.0
9236,96.0
9240,50.0
9241,65.0
9244,105.0
9245,43.0
9246,266.0
9247,204.0
9254,50.0
9258,300.0
9263,180.0
9269,304.0
9274,59.0
9276,300.0
9280,309.0
9282,85.0
9289,1900.0
9290,90.0
9291,159.0
9293,45.0
9295,430.0
9301,200.0
9303,349.0
9305,675.0
9309,58.0
9320,175.0
9331,143.0
9336,40.0
9338,185.0
9343,364.0
9344,50.0
9345,67.0
9346,50.0
9347,105.0
9348,50.0
9349,79.0
9352,79.0
9353,95.0
9355,79.0
9356,129.0
9357,129.0
9358,79.0
9361,85.0
9362,125.0
9363,77.0
9364,209.0
9368,149.0
9369,69.0
9373,59.0
9376,120.0
9379,141.0
9386,90.0
9387,75.0
9389,73.0
9395,165.0
9396,249.0
9399,60.0
9402,373.0
9403,550.0
9404,65.0
9405,111.0
9408,72.0
9410,47.0
9411,185.0
9414,79.0
9416,80.0
9417,160.0
9419,70.0
9420,119.0
9422,153.0
9425,65.0
9429,140.0
9432,175.0
9433,165.0
9439,135.0
9444,110.0
9447,145.0
9448,229.0
9450,425.0
9451,35.0
9452,95.0
9455,500.0
9456,86.0
9457,90.0
9460,75.0
9461,120.0
9464,150.0
9470,200.0
9474,80.0
9477,157.0
9480,109.0
9481,175.0
9482,70.0
9483,110.0
9484,160.0
9485,50.0
9486,149.0
9493,70.0
9494,75.0
9496,134.0
9504,85.0
9506,95.0
9515,115.0
9526,45.0
9528,200.0
9531,45.0
9532,46.0
9534,349.0
9535,256.0
9543,68.0
9545,60.0
9546,178.0
9547,72.0
9549,169.0
9551,97.0
9555,70.0
9558,59.0
9559,232.0
9562,80.0
9568,1017.0
9572,170.0
9575,300.0
9578,140.0
9580,95.0
9583,65.0
9584,60.0
9585,89.0
9588,350.0
9590,205.0
9596,51.0
9598,656.0
9603,80.0
9604,75.0
9607,79.0
9608,68.0
9610,275.0
