,price
9611,65.0
9612,85.0
9621,80.0
9623,357.0
9624,55.0
9628,124.0
9631,1895.0
9632,300.0
9636,70.0
9639,115.0
9640,110.0
9641,269.0
9644,106.0
9645,258.0
9653,98.0
9654,249.0
9657,76.0
9658,80.0
9661,104.0
9662,158.0
9664,350.0
9671,80.0
9675,60.0
9686,147.0
9687,131.0
9692,504.0
9696,215.0
9699,130.0
9700,110.0
9704,29.0
9710,190.0
9713,133.0
9718,220.0
9720,130.0
9725,166.0
9727,299.0
9728,50.0
9729,189.0
9732,125.0
9735,250.0
9736,220.0
9739,115.0
9744,52.0
9747,37.0
9750,98.0
9757,296.0
9759,215.0
9764,150.0
9765,152.0
9766,69.0
9768,179.0
9779,125.0
9781,97.0
9782,85.0
9788,200.0
9796,92.0
9799,90.0
9803,160.0
9805,200.0
9806,424.0
9807,680.0
9809,1050.0
9812,280.0
9814,654.0
9815,229.0
9818,675.0
9822,89.0
9826,59.0
9828,185.0
9829,122.0
9831,155.0
9832,50.0
9834,75.0
9835,100.0
9836,59.0
9843,450.0
9844,99.0
9847,479.0
9848,41.0
9849,1200.0
9858,85.0
9861,70.0
9862,376.0
9868,240.0
9871,199.0
9874,299.0
9875,479.0
9876,129.0
9877,139.0
9878,79.0
9879,79.0
9881,79.0
9883,139.0
9884,139.0
9890,85.0
9891,85.0
9893,129.0
9894,129.0
9900,55.0
9901,62.0
9902,60.0
9903,48.0
9905,80.0
9906,80.0
9907,2250.0
9909,85.0
9911,159.0
9912,80.0
9914,71.0
9917,125.0
9919,2000.0
9921,80.0
9923,1890.0
9927,110.0
9928,225.0
9929,52.0
9934,285.0
9935,99.0
9939,264.0
9940,90.0
9942,45.0
9943,150.0
9944,110.0
9945,43.0
9947,95.0
9950,504.0
9951,250.0
9953,145.0
9956,90.0
9958,185.0
9960,70.0
9961,205.0
9963,84.0
9965,495.0
9966,150.0
9969,120.0
9970,120.0
9972,76.0
9974,197.0
9980,150.0
9981,150.0
9986,100.0
9987,449.0
9988,80.0
9989,162.0
9992,228.0
9996,90.0
10003,595.0
10005,57.0
10006,199.0
10007,1495.0
10014,115.0
10015,70.0
10016,79.0
10017,58.0
10018,53.0
10022,130.0
10024,123.0
10026,229.0
10034,50.0
10044,154.0
10046,127.0
10050,226.0
10054,800.0
10060,57.0
10061,175.0
10065,254.0
10074,115.0
10078,50.0
10086,59.0
10090,145.0
10091,80.0
10094,268.0
10097,98.0
10099,140.0
10100,249.0
10101,49.0
10107,92.0
10109,2595.0
10110,175.0
10112,75.0
10115,82.0
10117,3500.0
10118,350.0
10119,42.0
10135,119.0
10138,42.0
10141,100.0
10143,170.0
10146,150.0
10147,199.0
10148,395.0
10149,600.0
10150,153.0
10151,354.0
10161,49.0
10163,79.0
10164,25.0
10169,45.0
10172,55.0
10177,55.0
10178,80.0
10180,237.0
10181,99.0
10183,55.0
10189,87.0
10202,857.0
10205,125.0
10206,48.0
10207,120.0
10208,50.0
10211,399.0
10213,304.0
10215,142.0
10220,42.0
10221,130.0
10227,232.0
10232,125.0
10233,93.0
10241,175.0
10243,130.0
10244,250.0
10252,90.0
10254,332.0
10256,165.0
10258,65.0
10261,165.0
10263,130.0
10266,146.0
10272,96.0
10279,135.0
10280,129.0
10281,860.0
10283,150.0
10299,50.0
10307,125.0
10311,175.0
10312,46.0
10321,175.0
10322,289.0
10334,464.0
10337,40.0
10342,110.0
10344,200.0
10345,59.0
10347,68.0
10351,100.0
10354,449.0
10355,1046.0
10362,185.0
10363,210.0
10364,60.0
10366,180.0
10371,44.0
10382,115.0
10383,79.0
10386,280.0
10389,79.0
10391,100.0
10392,279.0
10399,200.0
10411,171.0
10413,106.0
10416,1850.0
10419,81.0
10424,90.0
10427,309.0
10428,45.0
10429,80.0
10431,129.0
10438,65.0
10440,53.0
10441,163.0
10443,129.0
10449,69.0
10450,69.0
10452,35.0
10458,540.0
10463,47.0
10464,279.0
10471,99.0
10473,399.0
10474,147.0
10485,235.0
10486,165.0
10487,300.0
10489,150.0
10490,118.0
10492,67.0
10495,103.0
10496,799.0
10497,110.0
10498,65.0
10500,70.0
10501,50.0
10503,158.0
10506,67.0
10527,69.0
10537,70.0
10542,70.0
10543,70.0
10550,40.0
10554,199.0
10558,300.0
10560,220.0
10564,489.0
10569,1499.0
10570,955.0
10571,161.0
10576,60.0
10583,99.0
10588,45.0
10595,220.0
10596,159.0
10597,500.0
10599,149.0
10602,70.0
10605,150.0
10609,100.0
10612,59.0
10614,139.0
10617,85.0
10620,84.0
10624,61.0
10629,95.0
10635,151.0
10642,70.0
10643,202.0
10645,99.0
10648,100.0
10651,71.0
10657,75.0
10663,129.0
10665,120.0
10668,48.0
10669,110.0
10670,116.0
10671,150.0
10678,198.0
10680,164.0
10682,275.0
10683,231.0
10684,52.0
10686,45.0
10687,45.0
10690,145.0
10692,105.0
10693,43.0
10697,295.0
10698,55.0
10700,76.0
10701,510.0
10703,119.0
10704,90.0
10705,98.0
10706,299.0
10713,199.0
10717,90.0
10721,57.0
10727,120.0
10734,125.0
10735,82.0
10740,199.0
10747,89.0
10751,359.0
10753,50.0
10754,72.0
10767,450.0
10768,110.0
10769,100.0
10770,142.0
10772,300.0
10775,400.0
10776,160.0
10777,260.0
10778,40.0
10779,80.0
10781,75.0
10787,175.0
10791,600.0
10794,539.0
10795,69.0
10799,60.0
10801,95.0
10806,85.0
10807,109.0
10809,841.0
10810,58.0
10811,70.0
10821,150.0
10822,2439.0
10825,171.0
10829,40.0
10830,79.0
10840,550.0
10842,121.0
10846,50.0
10847,110.0
10848,75.0
10849,382.0
10851,300.0
10852,49.0
10853,391.0
10854,100.0
10856,80.0
10859,264.0
10860,95.0
10863,98.0
10868,193.0
10870,181.0
10871,880.0
10874,181.0
10878,268.0
10881,65.0
10884,185.0
10889,100.0
10890,85.0
10892,25.0
10899,85.0
10900,214.0
10908,219.0
10913,30.0
10916,80.0
10917,350.0
10921,50.0
10923,75.0
10928,99.0
10929,200.0
10930,98.0
10931,70.0
10933,118.0
10936,265.0
10937,60.0
10940,80.0
10941,80.0
10944,110.0
10945,85.0
10946,66.0
10947,75.0
10949,143.0
10956,61.0
10958,2652.0
10963,110.0
10973,64.0
10976,189.0
10978,39.0
10982,99.0
10983,200.0
10984,219.0
10985,70.0
10991,65.0
10992,210.0
10994,35.0
10995,138.0
10999,99.0
11002,179.0
11003,50.0
11006,117.0
11009,239.0
11010,150.0
11011,70.0
11016,57.0
11017,87.0
11018,95.0
11020,73.0
11021,116.0
11022,57.0
11026,130.0
11030,245.0
11033,50.0
11034,45.0
11037,129.0
11043,195.0
11050,81.0
11051,125.0
11052,189.0
11054,121.0
11055,303.0
11056,93.0
11060,105.0
11065,95.0
11066,33.0
11067,165.0
11070,350.0
11071,50.0
11073,479.0
11074,25.0
11075,79.0
11086,160.0
11087,177.0
11089,65.0
11094,170.0
11095,89.0
11097,344.0
11103,45.0
11106,80.0
11107,295.0
11113,108.0
11114,104.0
11116,200.0
11117,384.0
11121,79.0
11122,101.0
11123,62.0
11133,80.0
11137,120.0
11139,50.0
11144,92.0
11146,60.0
11147,83.0
11150,230.0
11152,43.0
11159,88.0
11162,60.0
11166,115.0
11169,79.0
11175,53.0
11176,121.0
11180,135.0
11181,100.0
11186,80.0
11189,84.0
11191,85.0
11193,107.0
11194,525.0
11199,96.0
11207,42.0
11212,58.0
11213,210.0
11215,99.0
11218,75.0
11219,288.0
11221,100.0
11222,300.0
11224,130.0
11225,274.0
11228,100.0
11229,110.0
11232,250.0
11234,129.0
11235,117.0
11240,129.0
11241,300.0
11242,170.0
11246,710.0
11250,125.0
11252,165.0
11254,80.0
11256,120.0
11259,60.0
11264,77.0
11268,110.0
11270,33.0
11271,197.0
11277,160.0
11278,85.0
11288,121.0
11290,79.0
11291,85.0
11292,54.0
11294,89.0
11297,35.0
11298,54.0
11301,230.0
11305,335.0
11306,90.0
11307,90.0
11309,488.0
11315,286.0
11321,139.0
11324,109.0
11329,40.0
11331,126.0
11333,69.0
11334,50.0
11335,67.0
11336,65.0
11339,350.0
11341,75.0
11342,64.0
11343,149.0
11349,285.0
11354,99.0
11357,65.0
11365,1177.0
11367,49.0
11368,49.0
11373,300.0
11378,290.0
11380,133.0
11381,80.0
11382,249.0
11391,180.0
11395,74.0
11396,300.0
11397,270.0
11404,90.0
11405,60.0
11406,56.0
11407,85.0
11408,200.0
11411,195.0
11418,80.0
11421,86.0
11425,56.0
11427,150.0
11431,105.0
11440,225.0
11441,269.0
11445,80.0
11446,793.0
11448,70.0
11449,75.0
11457,269.0
11458,375.0
11459,452.0
11463,67.0
11464,89.0
11466,166.0
11470,80.0
11471,95.0
11477,45.0
11487,250.0
11489,91.0
11492,249.0
11496,143.0
11500,40.0
11502,65.0
11506,200.0
11507,120.0
11508,175.0
11509,59.0
11516,149.0
11519,199.0
11521,96.0
11523,59.0
11527,500.0
11532,110.0
11539,80.0
11541,97.0
11542,95.0
11543,190.0
11548,175.0
11550,85.0
11551,130.0
11555,300.0
11558,2564.0
11559,93.0
11564,100.0
11565,186.0
11566,75.0
11577,240.0
11578,419.0
11583,55.0
11584,300.0
11588,390.0
11590,500.0
11592,168.0
11596,69.0
11597,199.0
11600,250.0
11604,102.0
11612,264.0
11617,215.0
11618,110.0
11623,699.0
11635,250.0
11641,86.0
11643,303.0
11644,162.0
11645,65.0
11646,98.0
11651,130.0
11653,120.0
11654,975.0
11655,295.0
11656,88.0
11660,155.0
11675,70.0
11677,177.0
11687,122.0
11692,728.0
11701,175.0
11707,70.0
11708,135.0
11715,124.0
11724,90.0
11727,37.0
11734,39.0
11735,45.0
11737,99.0
11738,90.0
11740,37.0
11741,24.0
11742,279.0
11743,400.0
11745,449.0
11747,100.0
11752,130.0
11754,179.0
11755,140.0
11756,110.0
11758,200.0
11759,280.0
11760,166.0
11761,190.0
11768,250.0
11769,110.0
11772,140.0
11775,176.0
11776,95.0
11778,145.0
11788,147.0
11792,220.0
11794,100.0
11802,45.0
11804,105.0
11806,90.0
11808,140.0
11810,79.0
11811,70.0
11812,55.0
11813,75.0
11818,45.0
11821,175.0
11822,139.0
11831,95.0
11840,150.0
11844,40.0
11845,136.0
11849,50.0
11850,117.0
11853,175.0
11856,125.0
11858,93.0
11859,450.0
11861,131.0
11862,192.0
11866,10.0
11868,146.0
11870,334.0
11875,99.0
11876,43.0
11877,99.0
11879,117.0
11880,168.0
11883,55.0
11884,450.0
11886,120.0
11893,300.0
11895,100.0
11896,70.0
11897,49.0
11899,214.0
11905,475.0
11913,98.0
11914,115.0
11916,125.0
11920,89.0
11923,89.0
11933,149.0
11936,151.0
11937,54.0
11938,125.0
11939,140.0
11943,40.0
11945,48.0
11949,499.0
11950,649.0
11954,32.0
11962,119.0
11964,75.0
11965,59.0
11968,695.0
11969,141.0
11972,90.0
11974,100.0
11978,65.0
11983,183.0
11988,857.0
11989,45.0
11990,480.0
11993,58.0
11995,161.0
11997,214.0
11999,119.0
12001,270.0
12003,50.0
12016,132.0
12017,289.0
12018,279.0
12024,49.0
12027,500.0
12031,301.0
12035,149.0
12037,119.0
12039,177.0
12042,75.0
12044,50.0
12050,549.0
12063,62.0
12067,70.0
12069,45.0
12073,90.0
12074,275.0
12077,260.0
12091,101.0
12095,60.0
12096,69.0
12099,185.0
12102,120.0
12105,164.0
12108,235.0
12112,200.0
12113,62.0
12116,55.0
12119,139.0
12121,43.0
12140,70.0
12143,45.0
12147,89.0
12148,219.0
12150,125.0
12152,220.0
12155,189.0
12162,100.0
12166,141.0
12176,105.0
12178,450.0
12180,108.0
12181,162.0
12185,90.0
12189,69.0
12190,62.0
12191,89.0
12193,133.0
12195,127.0
12197,96.0
12200,112.0
12201,110.0
12204,100.0
12205,45.0
12207,40.0
12210,110.0
12214,80.0
12215,70.0
12216,225.0
12223,175.0
12224,228.0
12225,100.0
12227,38.0
12228,1004.0
12241,420.0
12246,999.0
12247,178.0
12248,102.0
12250,139.0
12251,349.0
12264,79.0
12265,199.0
12277,75.0
12280,42.0
12282,60.0
12283,70.0
12284,109.0
12285,183.0
12288,118.0
12289,99.0
12296,138.0
12299,50.0
12305,146.0
12308,69.0
12312,85.0
12313,144.0
12316,145.0
12318,201.0
12319,277.0
12321,152.0
12325,55.0
12326,132.0
12330,80.0
12332,85.0
12335,143.0
12337,125.0
12338,129.0
12341,167.0
12349,135.0
12350,418.0
12355,67.0
12358,55.0
12361,40.0
12364,99.0
12368,125.0
12369,535.0
12374,50.0
12375,50.0
12376,50.0
12377,80.0
12379,214.0
12381,285.0
12383,996.0
12387,95.0
12388,35.0
12390,55.0
12395,50.0
12398,180.0
12400,90.0
12401,89.0
12407,172.0
12408,345.0
12412,540.0
12413,1154.0
12417,105.0
12418,419.0
12426,268.0
12427,55.0
12436,175.0
12440,151.0
12442,350.0
12444,400.0
12445,150.0
12446,67.0
12455,50.0
12457,60.0
12458,2495.0
12465,136.0
12467,374.0
12473,79.0
12477,750.0
12478,220.0
12479,325.0
12482,200.0
12483,48.0
12484,127.0
12485,35.0
12494,108.0
12498,14.0
12499,70.0
12501,79.0
12503,180.0
12504,989.0
12509,248.0
12510,229.0
12511,169.0
12519,70.0
12520,70.0
12521,100.0
12522,95.0
12523,110.0
12526,195.0
12539,295.0
12540,164.0
12541,260.0
12542,34.0
12543,58.0
12548,90.0
12550,80.0
12553,75.0
12558,14.0
12559,375.0
12560,125.0
12563,232.0
12568,348.0
12569,79.0
12572,814.0
12573,109.0
12575,444.0
12576,49.0
12579,99.0
12584,139.0
12586,1419.0
12588,575.0
12589,105.0
12590,105.0
12593,2000.0
12597,175.0
12598,89.0
12600,105.0
12601,105.0
12602,109.0
12603,189.0
12605,340.0
12608,14.0
12610,399.0
12611,51.0
12614,59.0
12616,195.0
12617,85.0
12621,88.0
12622,1352.0
12628,206.0
12630,325.0
12637,128.0
12638,85.0
12639,170.0
12648,200.0
12651,86.0
12658,259.0
12660,60.0
12662,235.0
12664,300.0
12665,600.0
12666,1350.0
12669,100.0
12670,85.0
12673,100.0
12678,149.0
12679,155.0
12682,55.0
12685,50.0
12687,200.0
12691,300.0
12692,30.0
12693,30.0
12694,390.0
12697,30.0
12701,105.0
12712,149.0
12716,300.0
12719,175.0
12726,100.0
12728,79.0
12729,38.0
12733,120.0
12735,300.0
12737,24.0
12741,75.0
12746,86.0
12748,250.0
12749,120.0
12751,193.0
12753,229.0
12756,74.0
12759,100.0
12763,200.0
12764,60.0
12768,24.0
12777,350.0
12783,85.0
12786,30.0
12787,30.0
12789,30.0
12790,30.0
12792,169.0
12793,62.0
12799,90.0
12801,268.0
12802,61.0
12803,140.0
12805,50.0
12811,184.0
12813,235.0
12815,270.0
12816,55.0
12817,379.0
12818,14.0
12819,150.0
12820,14.0
12821,133.0
12822,89.0
12823,222.0
12824,48.0
12825,68.0
12826,125.0
12827,300.0
12831,90.0
12833,89.0
12838,100.0
12839,140.0
12841,42.0
12842,165.0
12845,89.0
12848,30.0
12849,30.0
12850,30.0
12851,30.0
12852,30.0
12853,30.0
12854,30.0
12855,30.0
12856,30.0
12857,30.0
12858,30.0
12859,30.0
12861,30.0
12862,30.0
12863,30.0
12864,130.0
12865,30.0
12866,30.0
12867,30.0
12870,90.0
12874,85.0
12875,60.0
12876,60.0
12877,60.0
12878,729.0
12879,159.0
12884,55.0
12886,49.0
12887,35.0
12888,336.0
12889,167.0
12892,295.0
12897,453.0
12898,120.0
12905,266.0
12909,295.0
12912,95.0
12916,50.0
12920,40.0
12922,51.0
12925,210.0
12928,49.0
12930,90.0
12933,64.0
12938,1200.0
12939,40.0
12945,83.0
12948,65.0
12950,99.0
12953,88.0
12958,50.0
12959,95.0
12962,495.0
12963,94.0
12965,85.0
12967,400.0
12971,125.0
12973,70.0
12978,165.0
12980,800.0
12998,314.0
13001,50.0
13002,129.0
13005,98.0
13014,918.0
13015,80.0
13018,45.0
13019,110.0
13023,325.0
13031,175.0
13032,150.0
13034,110.0
13041,49.0
13045,140.0
13061,250.0
13065,190.0
13070,432.0
13072,455.0
13076,85.0
13082,95.0
13091,100.0
13092,312.0
13096,81.0
13100,142.0
13115,274.0
13126,175.0
13129,950.0
13131,300.0
13133,1031.0
13134,76.0
13136,115.0
13138,292.0
13149,110.0
13150,99.0
13155,225.0
13157,150.0
13159,55.0
13160,139.0
13162,42.0
13163,42.0
13165,46.0
13166,46.0
13167,67.0
13168,249.0
13172,76.0
13173,1200.0
13175,1070.0
13176,115.0
13178,70.0
13181,415.0
13185,28.0
13186,547.0
13188,118.0
13191,139.0
13196,175.0
13197,195.0
13198,36.0
13204,69.0
13205,450.0
13206,81.0
13207,46.0
13208,104.0
13213,439.0
13217,40.0
13226,90.0
13232,119.0
13235,99.0
13236,65.0
13237,58.0
13241,160.0
13243,50.0
13245,50.0
13248,120.0
13251,111.0
13256,161.0
13262,315.0
13263,202.0
13266,125.0
13269,45.0
13271,41.0
13272,200.0
13276,80.0
13278,300.0
13282,60.0
13286,119.0
13288,151.0
13290,500.0
13299,325.0
13300,169.0
13302,199.0
13307,60.0
13311,140.0
13312,103.0
13315,136.0
13319,110.0
13321,90.0
13323,111.0
13326,219.0
13327,145.0
13328,135.0
13329,205.0
13330,135.0
13335,189.0
13336,183.0
13339,51.0
13343,175.0
13347,113.0
13349,86.0
13350,150.0
13355,163.0
13356,200.0
13368,83.0
13385,1000.0
13388,175.0
13399,364.0
13401,125.0
13404,60.0
13405,650.0
13407,73.0
13408,60.0
13418,775.0
13423,65.0
13425,68.0
13426,120.0
13427,250.0
13433,600.0
13434,600.0
13435,250.0
13437,249.0
13440,226.0
13457,78.0
13459,41.0
13469,60.0
13473,85.0
13476,88.0
13477,625.0
13478,1540.0
13482,375.0
13483,130.0
13485,1500.0
13487,92.0
13488,165.0
13489,108.0
13490,80.0
13493,80.0
13494,149.0
13495,69.0
13499,229.0
13509,1500.0
13510,89.0
13513,250.0
13514,55.0
13519,80.0
13520,169.0
13521,82.0
13531,250.0
13534,32.0
13535,165.0
13539,130.0
13547,139.0
13548,75.0
13549,75.0
13552,140.0
13553,219.0
13556,87.0
13558,220.0
13561,184.0
13564,800.0
13566,60.0
13567,126.0
13570,91.0
13572,95.0
13578,101.0
13580,89.0
13582,225.0
13587,115.0
13589,179.0
13590,230.0
13592,90.0
13596,36.0
13600,110.0
13606,70.0
13607,110.0
13608,118.0
13610,70.0
13612,110.0
13613,55.0
13614,1770.0
13615,65.0
13616,226.0
13618,139.0
13619,70.0
13621,90.0
13622,140.0
13623,122.0
13625,79.0
13626,179.0
13627,75.0
13630,129.0
13635,65.0
13636,87.0
13639,2000.0
13641,250.0
13644,150.0
13647,290.0
13649,50.0
13651,95.0
13655,118.0
13656,195.0
13661,127.0
13663,100.0
13668,42.0
13669,355.0
13672,165.0
13675,51.0
13677,100.0
13678,38.0
13686,185.0
13687,39.0
13690,220.0
13694,65.0
13696,286.0
13697,397.0
13705,87.0
13710,400.0
13711,89.0
13712,270.0
13713,50.0
13714,180.0
13715,290.0
13717,139.0
13718,119.0
13721,907.0
13724,225.0
13728,95.0
13729,76.0
13731,91.0
13732,475.0
13734,115.0
13737,600.0
13738,300.0
13740,129.0
13743,475.0
13748,60.0
13750,1295.0
13751,189.0
13754,62.0
13756,109.0
13757,81.0
13764,500.0
13768,125.0
13771,149.0
13772,65.0
13777,273.0
13781,97.0
13784,164.0
13785,490.0
13788,60.0
13791,226.0
13792,122.0
13793,142.0
13798,67.0
13801,205.0
13802,389.0
13803,177.0
13808,78.0
13815,101.0
13824,130.0
13826,50.0
13828,150.0
13829,175.0
13830,41.0
13833,43.0
13842,40.0
13847,85.0
13848,244.0
13853,78.0
13854,900.0
13855,2000.0
13857,80.0
13871,104.0
13874,449.0
13884,330.0
13885,74.0
13886,102.0
13888,199.0
13889,125.0
13890,154.0
13895,100.0
13896,136.0
13897,139.0
13898,49.0
13900,170.0
13908,90.0
13917,700.0
13927,99.0
13933,110.0
13937,70.0
13939,425.0
13940,45.0
13946,49.0
13950,550.0
13951,38.0
13954,118.0
13955,78.0
13958,39.0
13961,100.0
13962,85.0
13963,60.0
13966,120.0
13971,70.0
13972,61.0
13973,90.0
13979,110.0
13982,62.0
13990,758.0
13992,52.0
13995,248.0
13997,299.0
13999,125.0
14003,179.0
14007,90.0
14008,185.0
14011,97.0
14012,71.0
14018,155.0
14021,65.0
14023,70.0
14027,150.0
14033,70.0
14034,45.0
14035,55.0
14037,65.0
14039,145.0
14041,155.0
14042,100.0
14045,69.0
14049,204.0
14053,40.0
14056,64.0
14057,95.0
14059,399.0
14061,170.0
14063,749.0
14073,69.0
14074,95.0
14077,129.0
14082,375.0
14087,120.0
14089,240.0
14090,169.0
14091,82.0
14092,295.0
14095,195.0
14098,46.0
14099,115.0
14102,129.0
14103,34.0
14105,110.0
14113,126.0
14114,135.0
14115,65.0
14120,175.0
14122,150.0
14128,93.0
14129,89.0
14131,1005.0
14136,45.0
14138,192.0
14141,895.0
14142,90.0
14143,200.0
14144,65.0
14145,205.0
14146,110.0
14149,750.0
14153,82.0
14157,69.0
14158,139.0
14159,145.0
14168,100.0
14169,233.0
14171,150.0
14174,22.0
14178,99.0
14186,725.0
14188,59.0
14190,120.0
14191,95.0
14192,398.0
14193,229.0
14197,30.0
14200,300.0
14201,71.0
14202,51.0
14206,45.0
14209,110.0
14214,60.0
14216,83.0
14220,65.0
14221,339.0
14224,129.0
14226,65.0
14227,150.0
14228,340.0
14231,107.0
14237,380.0
14242,94.0
14243,150.0
14245,95.0
14249,182.0
14254,191.0
14256,220.0
14257,84.0
14260,150.0
14261,110.0
14262,121.0
14263,187.0
14266,24.0
14270,296.0
14273,229.0
14274,199.0
14276,221.0
14277,55.0
14280,95.0
14281,24.0
14282,23.0
14284,24.0
14285,24.0
14286,90.0
14288,24.0
14291,150.0
14298,40.0
14300,189.0
14302,99.0
14303,36.0
14304,200.0
14305,125.0
14308,229.0
14311,120.0
14314,243.0
14315,280.0
14316,100.0
14318,97.0
14323,95.0
14324,99.0
14327,59.0
14329,90.0
14330,171.0
14331,350.0
14334,850.0
14336,100.0
14340,120.0
14346,125.0
14350,120.0
14353,543.0
14354,85.0
14355,105.0
14358,600.0
14359,39.0
14365,297.0
14373,79.0
14374,134.0
14376,330.0
14377,100.0
14378,130.0
14381,220.0
14382,85.0
14385,80.0
14390,105.0
14393,225.0
14395,130.0
14402,1599.0
14403,140.0
14404,58.0
14405,350.0
14406,379.0
14407,179.0
14408,140.0
14409,62.0
14417,120.0
14418,75.0
14420,75.0
14422,49.0
14423,188.0
14424,264.0
14425,56.0
14430,48.0
14432,25.0
14435,35.0
14436,304.0
14439,85.0
14441,125.0
14442,225.0
14443,49.0
14444,85.0
14446,385.0
14449,54.0
14450,479.0
14452,85.0
14454,35.0
14455,285.0
14457,14.0
14460,76.0
14461,300.0
14464,200.0
14468,125.0
14474,150.0
14480,150.0
14483,130.0
14484,312.0
14492,191.0
14497,1750.0
14498,50.0
14502,65.0
14503,75.0
14506,295.0
14508,37.0
14509,709.0
14512,59.0
14513,117.0
14514,75.0
14516,85.0
14517,220.0
14521,135.0
14522,50.0
14525,179.0
14531,55.0
14533,120.0
14537,125.0
14540,194.0
14541,126.0
14548,120.0
14555,495.0
14556,550.0
14569,125.0
14571,178.0
14573,65.0
14576,224.0
14578,55.0
14582,104.0
14583,104.0
14588,75.0
14590,250.0
14591,132.0
14593,55.0
14598,23.0
14603,185.0
14607,89.0
14610,79.0
14611,95.0
14612,269.0
14614,109.0
14615,85.0
14617,29.0
14621,74.0
14624,695.0
14626,125.0
14629,199.0
14630,65.0
14631,289.0
14641,109.0
14642,200.0
14643,95.0
14644,110.0
14646,229.0
14647,250.0
14652,1350.0
14655,185.0
14657,220.0
14658,250.0
14659,60.0
14663,105.0
14664,100.0
14665,159.0
14667,484.0
14669,122.0
14671,80.0
14672,90.0
14674,120.0
14676,51.0
14689,299.0
14693,389.0
14697,65.0
14701,33.0
14703,200.0
14704,1500.0
14705,154.0
14711,144.0
14715,235.0
14716,179.0
14718,45.0
14720,73.0
14725,189.0
14726,155.0
14727,675.0
14728,85.0
14731,2824.0
14734,100.0
14736,602.0
14744,258.0
14753,174.0
14757,125.0
14761,110.0
14763,145.0
14764,119.0
14766,89.0
14767,148.0
14768,60.0
14769,65.0
14770,712.0
14772,79.0
14778,100.0
14780,28.0
14783,212.0
14786,320.0
14787,395.0
14793,700.0
14795,129.0
14796,119.0
14803,100.0
14807,306.0
14810,120.0
14815,399.0
14816,134.0
14818,150.0
14819,292.0
14824,854.0
14834,129.0
14837,48.0
14839,103.0
14840,170.0
14841,99.0
14842,108.0
14848,485.0
14849,256.0
14851,160.0
14852,86.0
14855,460.0
14857,486.0
14860,96.0
14871,134.0
14877,116.0
14879,60.0
14886,140.0
14888,47.0
14890,123.0
14896,99.0
14898,115.0
14899,195.0
14909,280.0
14910,60.0
14913,135.0
14921,65.0
14931,85.0
14932,119.0
14938,75.0
14946,75.0
14948,50.0
14954,110.0
14957,45.0
14958,105.0
14959,113.0
14961,75.0
14962,70.0
14965,45.0
14967,80.0
14968,78.0
14969,25.0
14970,30.0
14971,30.0
14972,215.0
14974,30.0
14978,238.0
14979,196.0
14982,53.0
14985,235.0
14989,60.0
14995,165.0
15001,99.0
15004,130.0
15012,50.0
15015,135.0
15020,71.0
15023,69.0
15028,70.0
15034,75.0
15038,124.0
15041,119.0
15045,80.0
15048,55.0
15051,89.0
15052,55.0
15054,57.0
15056,75.0
15060,75.0
15065,259.0
15073,136.0
15079,120.0
15083,199.0
15087,225.0
15088,152.0
15094,100.0
15095,80.0
15096,389.0
15098,135.0
15099,95.0
15100,66.0
15102,203.0
15109,200.0
15111,178.0
15113,479.0
15121,350.0
15123,159.0
15124,68.0
15128,119.0
15129,130.0
15135,120.0
15138,282.0
15151,65.0
15153,100.0
15154,220.0
15155,813.0
15160,126.0
15168,29.0
15170,50.0
15171,52.0
15173,229.0
15179,58.0
15180,175.0
15185,225.0
15186,925.0
15188,65.0
15189,286.0
15193,123.0
15195,650.0
15198,1500.0
15200,41.0
15204,331.0
15207,37.0
15209,55.0
15212,99.0
15215,89.0
15217,25.0
15219,105.0
15221,136.0
15222,142.0
15224,115.0
15230,79.0
15232,60.0
15233,92.0
15234,116.0
15237,128.0
15238,100.0
15239,40.0
15240,45.0
15241,40.0
15244,299.0
15245,350.0
15253,160.0
15255,395.0
15258,295.0
15260,95.0
15275,162.0
15277,95.0
15288,81.0
15289,115.0
15292,112.0
15293,78.0
15296,57.0
15299,264.0
15303,285.0
15304,208.0
15306,69.0
15310,79.0
15311,89.0
15314,125.0
15320,175.0
15323,14.0
15324,14.0
15340,38.0
15341,45.0
15345,160.0
15348,135.0
15349,169.0
15353,39.0
15354,149.0
15355,195.0
15356,895.0
15359,149.0
15360,145.0
15364,600.0
15369,529.0
15371,200.0
15374,41.0
15377,200.0
15379,65.0
15381,72.0
15383,263.0
15385,95.0
15386,259.0
15387,488.0
15388,263.0
15391,169.0
15392,114.0
15398,255.0
15401,145.0
15403,28.0
15407,100.0
15409,26.0
15410,797.0
15411,40.0
15413,185.0
15421,23.0
15444,40.0
15445,66.0
15446,285.0
15455,75.0
15458,85.0
15459,300.0
15460,88.0
15462,120.0
15465,126.0
15466,82.0
15473,80.0
15474,895.0
15476,1114.0
15485,71.0
15486,160.0
15491,292.0
15494,65.0
15495,65.0
15497,130.0
15501,107.0
15506,199.0
15507,263.0
15508,95.0
15510,169.0
15512,55.0
15514,14.0
15519,89.0
15523,253.0
15524,900.0
15525,641.0
15526,428.0
15528,79.0
15534,225.0
15535,354.0
15536,128.0
15537,109.0
15541,40.0
15549,429.0
15550,174.0
15551,204.0
15554,250.0
15557,45.0
15561,89.0
15562,80.0
15564,95.0
15568,14.0
15569,14.0
