,latitude,longitude,property_type,accommodates,bathrooms_text,bedrooms,beds
701,33.746159999999996,-118.28663,Entire house,6,2 baths,3.0,3.0
705,34.0375,-118.3253,Entire guesthouse,2,1.5 baths,1.0,1.0
706,34.03905,-118.32636000000001,Private room in house,4,1 shared bath,1.0,2.0
707,34.038579999999996,-118.32636000000001,Private room in house,2,1 shared bath,1.0,1.0
710,34.10504,-118.34915,Private room in apartment,1,1 shared bath,1.0,1.0
711,34.11592,-118.25998999999999,Private room in house,2,1.5 baths,1.0,1.0
713,33.9971,-118.47136,Entire apartment,6,1 bath,2.0,3.0
715,34.04957,-118.43718999999999,Entire apartment,3,1 bath,1.0,1.0
717,33.984590000000004,-118.46862,Entire apartment,3,1 bath,1.0,1.0
718,34.04692,-118.43387,Entire apartment,3,1 bath,1.0,1.0
719,34.08452,-118.2688,Entire house,4,2 baths,2.0,2.0
720,34.04204,-118.26271000000001,Entire loft,4,2 baths,2.0,2.0
721,34.10448,-118.2566,Entire condominium,2,1.5 baths,1.0,1.0
723,34.00289,-118.4332,Private room in house,2,1 shared bath,1.0,1.0
724,34.14772,-118.46838999999999,Entire guesthouse,2,1 bath,1.0,1.0
725,34.071940000000005,-118.36738999999999,Entire apartment,2,1 bath,1.0,1.0
726,34.07182,-118.36721000000001,Entire apartment,4,1 bath,1.0,1.0
729,34.04262,-118.33868999999999,Entire guest suite,3,1 bath,1.0,2.0
730,34.105959999999996,-118.28703999999999,Entire apartment,3,1.5 baths,2.0,2.0
735,33.99366,-118.48028000000001,Entire house,4,2 baths,2.0,2.0
738,34.1281,-118.31931999999999,Entire guest suite,4,2 baths,2.0,2.0
740,34.20169,-118.57331,Entire condominium,6,2 baths,3.0,3.0
743,34.02429,-118.42548000000001,Private room in apartment,1,1 private bath,1.0,1.0
746,34.040009999999995,-118.43619,Private room in condominium,2,1 private bath,1.0,1.0
747,34.028929999999995,-118.41017,Private room in apartment,1,1 shared bath,1.0,1.0
749,34.11152,-118.38911,Entire house,8,2 baths,4.0,5.0
750,34.10962,-118.33886000000001,Entire house,4,2 baths,2.0,2.0
752,34.08282,-118.35293999999999,Entire guest suite,1,1 bath,1.0,1.0
754,34.113820000000004,-118.32165,Entire house,2,1.5 baths,1.0,1.0
755,33.98955,-118.4703,Entire apartment,4,1.5 baths,2.0,2.0
758,34.108470000000004,-118.28948000000001,Private room in apartment,1,1 private bath,1.0,1.0
763,34.082159999999995,-118.25446000000001,Entire house,6,1 bath,2.0,2.0
764,34.113240000000005,-118.27663999999999,Private room in house,2,1 shared bath,1.0,1.0
770,34.12353,-118.35541,Private room in house,2,1 bath,1.0,1.0
771,34.09686,-118.28573999999999,Entire guest suite,4,1 bath,1.0,2.0
772,34.07457,-118.38658999999998,Entire apartment,4,2 baths,2.0,2.0
773,34.00987,-118.45193,Entire guesthouse,2,1 bath,1.0,0.0
774,34.0987,-118.37359,Entire house,6,2 baths,3.0,3.0
775,34.082,-118.36421999999999,Entire guesthouse,2,1 bath,1.0,1.0
776,34.04293,-118.46408999999998,Entire apartment,4,2.5 baths,2.0,2.0
778,34.11633,-118.27342,Private room in house,2,1.5 shared baths,1.0,1.0
779,34.04453,-118.37592,Entire house,4,1 bath,2.0,3.0
780,34.06447,-118.29888000000001,Private room in apartment,1,1.5 shared baths,1.0,1.0
782,33.99443,-118.46733,Entire townhouse,6,2.5 baths,2.0,3.0
786,34.16757,-118.38646999999999,Private room in house,2,1 shared bath,1.0,1.0
787,34.082370000000004,-118.25803,Entire apartment,2,1 bath,1.0,0.0
794,34.09847,-118.36663,Entire apartment,2,1 bath,1.0,1.0
795,34.10689,-118.34119,Entire apartment,5,2 baths,3.0,3.0
799,33.97625,-118.46323000000001,Entire apartment,2,1 bath,1.0,1.0
800,34.101890000000004,-118.27389,Entire apartment,4,1 bath,1.0,2.0
801,33.99579,-118.45092,Entire bungalow,4,1 bath,2.0,4.0
802,34.08657,-118.25028,Entire guesthouse,2,1 bath,1.0,2.0
803,34.07715,-118.26966999999999,Entire apartment,2,1 bath,1.0,1.0
804,34.148579999999995,-118.59566000000001,Entire house,6,2.5 baths,3.0,3.0
809,34.1062,-118.33906999999999,Entire guesthouse,2,2 baths,3.0,1.0
814,34.08543,-118.27466000000001,Private room in townhouse,1,1.5 shared baths,1.0,0.0
816,33.99644,-118.46777,Entire bungalow,5,1 bath,2.0,2.0
819,33.99834,-118.47301999999999,Entire apartment,2,1 bath,1.0,1.0
820,34.043009999999995,-118.46932,Private room in apartment,2,2 baths,2.0,2.0
821,34.094359999999995,-118.27278000000001,Entire guesthouse,3,1 bath,1.0,1.0
827,34.14306,-118.21593,Entire house,3,1 bath,1.0,1.0
829,34.096059999999994,-118.35491,Private room in apartment,2,1 private bath,1.0,1.0
830,34.08443,-118.27847,Entire house,8,2 baths,3.0,4.0
832,34.042390000000005,-118.23896,Entire apartment,2,1 bath,1.0,1.0
834,34.06564,-118.34911000000001,Private room in apartment,1,1 private bath,1.0,2.0
835,34.10113,-118.33652,Entire apartment,6,2 baths,2.0,4.0
836,34.119240000000005,-118.32428,Entire apartment,2,1 bath,1.0,2.0
837,34.03253,-118.43845,Private room in apartment,2,1 private bath,1.0,1.0
839,33.97916,-118.46428999999999,Entire condominium,4,1 bath,1.0,2.0
843,34.08045,-118.32703000000001,Entire guesthouse,2,1 bath,1.0,1.0
845,34.00011,-118.4654,Entire house,6,2 baths,2.0,0.0
849,34.097640000000006,-118.18616000000002,Private room in condominium,2,1 private bath,1.0,1.0
851,34.201879999999996,-118.54786999999999,Entire house,3,2 baths,2.0,2.0
854,34.14593,-118.3992,Entire guesthouse,2,1 bath,1.0,1.0
855,34.09057,-118.29296000000001,Entire apartment,2,1 bath,1.0,1.0
856,34.04524,-118.52807,Entire apartment,5,1 bath,2.0,2.0
857,34.11176,-118.21836,Entire house,3,1 bath,2.0,2.0
861,34.11121,-118.21258999999999,Entire guest suite,2,1 bath,1.0,1.0
863,34.10836,-118.43347,Entire house,8,4 baths,3.0,3.0
864,34.05214,-118.24658000000001,Entire condominium,2,1 bath,1.0,1.0
865,34.11381,-118.17737,Private room in house,2,1.5 shared baths,1.0,0.0
866,34.14432,-118.39368,Entire house,12,3.5 baths,4.0,8.0
869,34.113859999999995,-118.17871000000001,Private room in house,1,1.5 shared baths,1.0,1.0
872,34.12122,-118.17752,Entire house,6,1 bath,2.0,0.0
873,34.060970000000005,-118.28663999999999,Entire apartment,4,1 bath,2.0,2.0
874,34.14247,-118.39231000000001,Entire apartment,3,2 baths,2.0,2.0
882,33.98894,-118.46566000000001,Private room in house,2,1 private bath,1.0,1.0
884,34.09227,-118.3407,Entire apartment,2,1 bath,2.0,3.0
887,34.10453,-118.27103000000001,Entire house,4,1.5 baths,3.0,3.0
888,34.04585,-118.38401999999999,Private room in house,2,1.5 shared baths,1.0,1.0
889,34.081140000000005,-118.28315,Entire house,6,1 bath,3.0,4.0
890,34.00863,-118.31437,Private room in house,2,1 shared bath,1.0,0.0
898,34.10051,-118.37997,Private room in house,2,1 private bath,1.0,1.0
904,34.11116,-118.32431000000001,Entire house,4,2 baths,2.0,2.0
905,33.99905,-118.46518,Private room in townhouse,2,1 private bath,1.0,1.0
906,34.10649,-118.36792,Entire house,2,1 bath,1.0,1.0
907,33.99366,-118.4246,Entire guesthouse,2,1 bath,1.0,1.0
910,34.001540000000006,-118.45119,Entire house,4,1 bath,2.0,2.0
911,34.01377,-118.42843,Entire house,4,2 baths,2.0,2.0
912,34.10634,-118.27556000000001,Entire guesthouse,2,1 bath,1.0,1.0
916,33.98707,-118.46188000000001,Entire house,3,1.5 baths,2.0,2.0
919,34.09089,-118.30751000000001,Entire loft,2,1.5 baths,1.0,1.0
921,34.08399,-118.25093999999999,Entire loft,3,1 bath,1.0,1.0
924,34.11143,-118.33985,Entire guest suite,3,1 bath,1.0,1.0
925,34.08448,-118.3593,Private room in house,2,1 shared bath,1.0,1.0
926,34.06463,-118.28711000000001,Private room in apartment,2,1 bath,1.0,1.0
927,34.18757,-118.49051999999999,Private room in townhouse,2,2 baths,1.0,1.0
928,34.08744,-118.33587,Entire guesthouse,5,1 bath,2.0,3.0
930,34.08667,-118.35359,Entire house,6,2 baths,2.0,3.0
936,34.11323,-118.37676,Entire house,6,2 baths,3.0,3.0
937,34.07604,-118.29839,Entire house,14,2 baths,3.0,3.0
938,34.09782,-118.27662,Entire house,2,1 bath,1.0,0.0
939,34.05343,-118.43732,Entire apartment,2,1 bath,1.0,1.0
940,34.07963,-118.32073999999999,Entire house,5,2 baths,3.0,3.0
942,34.098420000000004,-118.36301999999999,Private room in apartment,2,1 private bath,1.0,1.0
945,33.99615,-118.45781000000001,Entire house,6,2 baths,3.0,6.0
946,33.983959999999996,-118.46088999999999,Entire house,5,1 bath,2.0,3.0
948,34.24888,-118.53468000000001,Private room in apartment,1,1 private bath,1.0,1.0
951,34.11006,-118.21933,Entire guest suite,4,1 bath,2.0,2.0
952,34.102940000000004,-118.27264,Private room in house,2,1 shared bath,1.0,1.0
953,34.08945,-118.32461,Private room in apartment,2,1 shared bath,1.0,1.0
954,34.15494,-118.45583,Entire apartment,2,1 bath,1.0,1.0
955,34.097640000000006,-118.33827,Entire apartment,2,1 bath,1.0,1.0
957,33.99048,-118.45423000000001,Private room in house,1,1 private bath,1.0,1.0
960,33.99337,-118.47511000000002,Entire house,4,1 bath,2.0,2.0
962,33.98021,-118.46598,Private room in house,4,1 private bath,1.0,1.0
963,34.092909999999996,-118.2496,Entire house,6,2 baths,3.0,4.0
964,34.16018,-118.60525,Entire house,11,1.5 baths,3.0,4.0
965,33.98602,-118.45345,Entire condominium,3,2 baths,2.0,2.0
969,34.03217,-118.43831000000002,Entire loft,3,1 bath,2.0,2.0
971,34.03996,-118.46023000000001,Private room in apartment,2,1.5 baths,1.0,1.0
972,33.9867,-118.42341,Entire apartment,6,2 baths,2.0,2.0
974,33.991640000000004,-118.47568999999999,Entire apartment,2,1 bath,1.0,1.0
977,34.094809999999995,-118.21376000000001,Entire guesthouse,7,2 baths,2.0,4.0
979,34.047979999999995,-118.39251999999999,Private room in house,2,1 private bath,1.0,0.0
980,34.14785,-118.40621000000002,Entire guest suite,2,1 bath,1.0,1.0
984,33.95695,-118.44053000000001,Entire house,6,2 baths,2.0,4.0
987,34.0922,-118.27186999999999,Entire house,8,2 baths,4.0,6.0
989,34.071090000000005,-118.36671000000001,Entire house,4,2 baths,2.0,2.0
990,34.13347,-118.36121000000001,Entire apartment,3,1 bath,1.0,2.0
992,33.995459999999994,-118.47967,Entire bungalow,4,1.5 baths,2.0,3.0
994,34.0952,-118.43557,Entire house,4,3 baths,2.0,2.0
996,34.08729,-118.36523999999999,Private room in apartment,1,1 shared bath,1.0,1.0
997,34.10803,-118.37288000000001,Entire house,4,1 bath,2.0,0.0
998,33.98294,-118.47117,Entire apartment,4,1 bath,1.0,2.0
999,34.08708,-118.32328999999999,Entire apartment,2,1 bath,1.0,0.0
1000,33.967240000000004,-118.39908999999999,Private room in house,1,1 shared bath,1.0,1.0
1002,34.188959999999994,-118.58901999999999,Private room in apartment,1,2 shared baths,2.0,1.0
1003,34.085679999999996,-118.27245,Entire apartment,2,1 bath,1.0,1.0
1004,34.1022,-118.26643,Entire house,4,3 baths,4.0,5.0
1008,34.16357,-118.60368000000001,Private room in house,2,2.5 shared baths,1.0,1.0
1009,33.99692,-118.45398,Entire house,4,2 baths,2.0,2.0
1011,34.03293,-118.38253,Entire house,1,1 bath,1.0,1.0
1012,34.07732,-118.30465,Entire guesthouse,2,1 bath,1.0,1.0
1013,33.99433,-118.47851000000001,Entire apartment,4,1 bath,1.0,2.0
1014,33.9938,-118.4786,Private room in house,3,1 shared bath,1.0,2.0
1015,34.046440000000004,-118.25177,Entire loft,2,1 bath,1.0,1.0
1019,34.09185,-118.28209,Entire loft,2,1 bath,1.0,1.0
1020,34.14523,-118.19814,Entire house,3,1 bath,1.0,1.0
1021,34.06165,-118.36547,Entire guesthouse,2,1 bath,1.0,1.0
1023,34.10072,-118.26768999999999,Entire apartment,2,1 bath,1.0,1.0
1025,34.05652,-118.40343,Entire condominium,2,1.5 baths,1.0,1.0
1029,34.01126,-118.3617,Entire house,6,2.5 baths,3.0,4.0
1030,33.9782,-118.46262,Entire apartment,4,1 bath,1.0,2.0
1031,34.09313,-118.27943,Entire apartment,2,1 bath,1.0,1.0
1035,33.96043,-118.45226000000001,Entire house,7,4.5 baths,3.0,4.0
1036,33.98489,-118.46815,Entire guesthouse,3,1 bath,1.0,2.0
1037,34.04242,-118.35304,Private room in apartment,1,1 shared bath,1.0,1.0
1039,34.09523,-118.38077,Entire house,4,1.5 baths,2.0,2.0
1040,33.98288,-118.46946000000001,Entire apartment,6,2 baths,2.0,2.0
1041,34.1672,-118.64335,Private room in house,2,1 bath,1.0,1.0
1043,33.99419,-118.47206000000001,Entire apartment,4,1 bath,2.0,2.0
1044,34.04571,-118.25332,Entire condominium,4,1 bath,1.0,1.0
1046,34.18032,-118.38156000000001,Private room in house,2,1 private bath,1.0,0.0
1048,34.079240000000006,-118.3663,Private room in apartment,2,1 private bath,1.0,1.0
1049,33.98831,-118.4659,Entire bungalow,2,1 bath,1.0,1.0
1051,34.04745,-118.25177,Entire apartment,2,2 baths,1.0,1.0
1052,34.11837,-118.3838,Entire villa,5,3 baths,3.0,3.0
1054,34.07918,-118.36008000000001,Entire apartment,1,1 bath,1.0,1.0
1056,34.098690000000005,-118.21636000000001,Entire house,5,1 bath,3.0,3.0
1059,34.04701,-118.36303000000001,Entire house,2,1 bath,2.0,1.0
1060,34.048809999999996,-118.46978,Entire apartment,3,1 bath,1.0,1.0
1061,34.09755,-118.3572,Entire guesthouse,3,1 bath,1.0,1.0
1062,33.99177,-118.47641999999999,Entire apartment,3,2 baths,2.0,2.0
1071,34.08439,-118.34154,Private room in house,2,1 shared bath,1.0,1.0
1073,34.10273,-118.35493999999998,Entire house,8,5 baths,5.0,5.0
1076,34.048359999999995,-118.46748000000001,Entire apartment,2,1 bath,1.0,1.0
1077,34.05046,-118.46375,Private room in condominium,1,1 private bath,1.0,1.0
1078,34.10761,-118.28658999999999,Entire apartment,3,1 bath,1.0,1.0
1079,34.11443,-118.27627,Private room in apartment,1,1 shared bath,1.0,1.0
1080,33.992459999999994,-118.4659,Private room in house,2,1 shared bath,1.0,1.0
1082,33.98437,-118.46708999999998,Entire guesthouse,2,1 bath,1.0,1.0
1084,33.983309999999996,-118.46942,Entire guest suite,2,1 bath,1.0,1.0
1088,34.05088,-118.2545,Entire apartment,4,1 bath,1.0,0.0
1095,34.07936,-118.32655,Private room in house,1,1 shared bath,1.0,1.0
1096,34.079240000000006,-118.35563,Private room in apartment,2,1.5 shared baths,1.0,1.0
1097,34.00459,-118.43511000000001,Entire guest suite,2,1 bath,1.0,1.0
1098,34.06196,-118.36603999999998,Entire loft,2,1 bath,1.0,1.0
1103,33.960190000000004,-118.39276000000001,Entire guest suite,6,Half-bath,1.0,4.0
1104,34.11339,-118.34337,Entire house,6,4.5 baths,4.0,4.0
1106,34.0004,-118.46529,Entire guesthouse,2,1 bath,1.0,1.0
1108,34.049640000000004,-118.53809,Private room in apartment,2,1 private bath,1.0,1.0
1109,34.04473,-118.46985,Private room in apartment,2,2 baths,2.0,2.0
1111,34.118140000000004,-118.32401999999999,Entire guest suite,1,1 bath,1.0,1.0
1112,34.07646,-118.36053999999999,Private room in apartment,2,1 private bath,1.0,1.0
1117,34.1109,-118.34192,Entire condominium,4,1 bath,2.0,2.0
1119,34.07767,-118.3499,Private room in house,2,1 private bath,1.0,1.0
1120,34.08125,-118.26698,Entire house,5,1 bath,2.0,3.0
1121,33.98308,-118.46371,Entire house,8,2.5 baths,3.0,3.0
1123,34.08103,-118.35552,Entire apartment,2,1 bath,1.0,1.0
1126,34.05088,-118.53393999999999,Entire house,9,2.5 baths,3.0,5.0
1131,34.099109999999996,-118.25648000000001,Entire apartment,2,1 bath,1.0,1.0
1132,34.04253,-118.48311000000001,Private room in apartment,1,1 shared bath,1.0,0.0
1133,34.11594,-118.37244,Entire villa,10,4.5 baths,4.0,5.0
1134,34.073879999999996,-118.37073000000001,Entire apartment,5,1 bath,2.0,2.0
1135,34.11059,-118.33205,Entire apartment,4,1.5 baths,3.0,4.0
1137,34.12125,-118.31873,Entire guest suite,2,1 bath,1.0,1.0
1138,34.184470000000005,-118.38226,Entire house,1,1 bath,1.0,1.0
1141,34.1261,-118.19315,Entire guest suite,4,1 bath,1.0,2.0
1143,33.98473,-118.46583000000001,Entire house,5,2.5 baths,2.0,2.0
1144,34.07032,-118.31833,Private room in house,1,3 shared baths,1.0,1.0
1149,34.092040000000004,-118.38768999999999,Entire house,8,4 baths,4.0,4.0
1150,34.15491,-118.63123999999999,Private room in house,4,1 private bath,1.0,1.0
1152,33.99371,-118.46185,Entire house,4,2 baths,2.0,2.0
1153,34.00542,-118.46111,Entire guesthouse,1,1 bath,1.0,0.0
1154,34.10725,-118.3606,Entire house,7,1 bath,3.0,3.0
1155,34.10205,-118.26217,Entire guest suite,2,1 bath,1.0,1.0
1156,34.13479,-118.37811,Entire house,8,4 baths,4.0,0.0
1157,34.07651,-118.27635,Entire bungalow,4,1 bath,1.0,1.0
1160,34.04472,-118.55276,Entire apartment,4,1 bath,1.0,2.0
1164,33.99369,-118.46345,Entire house,6,2 baths,2.0,3.0
1165,33.71363,-118.29186999999999,Entire apartment,5,2 baths,2.0,2.0
1169,34.084540000000004,-118.34913,Entire house,8,2.5 baths,3.0,3.0
1171,34.05257,-118.24314,Entire loft,2,1 bath,1.0,1.0
1172,34.04667,-118.25703999999999,Entire loft,2,1 bath,1.0,1.0
1175,34.1051,-118.31209,Entire apartment,2,1 bath,1.0,1.0
1176,34.11318,-118.34408,Private room in house,2,1 private bath,1.0,1.0
1178,33.97285,-118.42142,Entire condominium,3,2 baths,2.0,2.0
1180,34.10314,-118.26995,Entire house,3,1.5 baths,3.0,3.0
1182,33.98415,-118.47081000000001,Entire apartment,3,1 bath,1.0,2.0
1183,34.08858,-118.37681,Entire apartment,3,1 bath,1.0,1.0
1184,34.10682,-118.32475,Entire guesthouse,1,1 bath,1.0,1.0
1185,33.99109,-118.476,Private room in apartment,2,2.5 shared baths,1.0,1.0
1186,33.9741,-118.38559,Entire house,8,2 baths,3.0,3.0
1188,34.06159,-118.25925,Entire apartment,4,1 bath,1.0,2.0
1189,34.10154,-118.28376999999999,Entire apartment,2,1 bath,1.0,1.0
1190,34.03881,-118.3835,Entire bungalow,6,2 baths,2.0,6.0
1191,34.19273,-118.63582,Entire house,6,2 baths,3.0,5.0
1192,34.13863,-118.19436999999999,Private room in house,3,1 private bath,2.0,1.0
1193,34.16368,-118.46616000000002,Entire house,4,1 bath,2.0,2.0
1195,34.16093,-118.6136,Private room in house,2,1 bath,1.0,1.0
1196,34.05226,-118.53818999999999,Private room in house,2,1 shared bath,1.0,1.0
1198,34.085879999999996,-118.34902,Private room in house,2,2.5 baths,1.0,1.0
1209,33.99505,-118.46291000000001,Entire house,5,2 baths,3.0,4.0
1210,34.081590000000006,-118.34125,Entire house,4,2 baths,2.0,2.0
1212,34.14795,-118.38578000000001,Entire house,5,2.5 baths,2.0,3.0
1213,34.14305,-118.42263999999999,Entire guest suite,2,1 bath,1.0,1.0
1215,34.16323,-118.61408999999999,Private room in house,2,1 shared bath,1.0,1.0
1216,34.13305,-118.23551,Entire guesthouse,4,1 bath,1.0,1.0
1220,34.04708,-118.36276000000001,Entire house,6,2 baths,2.0,2.0
1221,34.09817,-118.28152,Private room in apartment,1,1 shared bath,1.0,1.0
1227,34.19954,-118.50053999999999,Private room in condominium,3,1.5 shared baths,1.0,3.0
1228,34.199529999999996,-118.50053,Private room in condominium,2,1.5 shared baths,1.0,1.0
1230,34.06107,-118.367,Entire apartment,4,1 bath,2.0,2.0
1231,33.995670000000004,-118.46451,Entire house,4,2 baths,2.0,3.0
1232,34.06628,-118.36913,Entire house,6,2 baths,2.0,3.0
1234,33.994859999999996,-118.47691999999999,Entire apartment,4,2 baths,2.0,2.0
1235,34.09479,-118.27618000000001,Entire apartment,5,1 bath,2.0,2.0
1236,33.99863,-118.46441000000002,Entire house,6,2 baths,2.0,2.0
1239,34.08671,-118.25674,Entire house,7,1 bath,3.0,3.0
1241,34.086690000000004,-118.3558,Entire house,6,1 bath,2.0,3.0
1245,34.08106,-118.27838,Entire apartment,2,1 bath,1.0,1.0
1248,33.97739,-118.46115,Entire apartment,2,1 bath,1.0,1.0
1250,34.168859999999995,-118.44618,Entire house,2,1 bath,2.0,2.0
1251,34.09963,-118.36171000000002,Private room in house,1,1 bath,1.0,1.0
1255,34.10199,-118.26061999999999,Private room in house,2,1.5 baths,1.0,1.0
1265,34.02545,-118.41985,Private room in house,2,1 private bath,1.0,2.0
1266,34.08985,-118.25471999999999,Entire guest suite,2,1 bath,1.0,1.0
1271,34.09742,-118.16886000000001,Entire guesthouse,4,1 bath,1.0,2.0
1272,34.10103,-118.25551999999999,Entire house,4,2.5 baths,2.0,2.0
1277,34.04358,-118.3847,Private room in townhouse,1,1 private bath,1.0,1.0
1279,33.995940000000004,-118.47933,Entire apartment,2,1 bath,1.0,1.0
1280,34.30253,-118.45302,Private room in house,2,1 shared bath,1.0,1.0
1281,34.11861,-118.2299,Entire apartment,4,1 bath,1.0,2.0
1285,34.13459,-118.34618,Entire guest suite,2,1 bath,1.0,1.0
1286,34.0893,-118.26983,Entire house,5,1.5 baths,2.0,2.0
1289,34.2145,-118.57222,Entire house,12,3 baths,5.0,6.0
1291,34.09706,-118.3349,Entire house,9,2 baths,3.0,4.0
1297,33.997890000000005,-118.44745,Private room in apartment,2,1 private bath,1.0,1.0
1300,33.97788,-118.4123,Entire apartment,4,2 baths,2.0,2.0
1303,34.06998,-118.27371000000001,Entire apartment,2,1 bath,1.0,1.0
1307,34.1431,-118.36353000000001,Entire house,10,2 baths,3.0,4.0
1309,34.08393,-118.26698999999999,Private room in house,2,1 shared bath,1.0,1.0
1310,33.99176,-118.43713999999999,Entire house,4,1 bath,2.0,5.0
1313,34.10389,-118.36506000000001,Entire house,6,3.5 baths,3.0,3.0
1315,34.10087,-118.35798,Private room in apartment,2,1 private bath,1.0,1.0
